Session_ID,Customer_ID,Visit_Date,Age,Gender,City,Customer_Type,Previous_Purchases,Device,Traffic_Source,Session_Duration_Min,Pages_Viewed,Products_Viewed,Product_Category,Item_Purchased,Product_Price_INR,Added_to_Cart,Cart_Value_INR,Discount_Offered,Discount_Percent,Discount_Used,Purchased,Purchase_Amount_INR,Payment_Method,Delivery_Type,Review_Rating,Customer_Satisfaction
SES504011,CUST11009,2025-07-22 00:00:00,33,FEMALE,Lucknow,New,1,Desktop,YouTube,15.5,5,1,Electronics,Bluetooth Speaker,23268,Yes,19045,No,0,No,No,0,UPI,Standard,,
SES501488,CUST10002,2026-02-17 00:00:00,20,MALE,Ahmedabad,Returning,14,Mobile,Instagram,7.5,5,6,Electronics,Power Bank,16716,No,0,No,0,No,Yes,32285,Credit Card,Standard,3.8,3.2
SES505331,CUST11404,2025-10-05 00:00:00,48,MALE,Delhi,New,0,Desktop,Google,5,10,4,Electronics,Headphones,10133,Yes,13735,Yes,15,Yes,Yes,17925,Credit Card,Standard,4.2,3
SES503348,CUST10691,2025-08-15 00:00:00,18,MALE,Bangalore,New,0,Tablet,Direct,7,11,5,Books,Business Book,875,No,0,No,0,No,No,0,UPI,Standard,,
SES505867,CUST10227,2025-01-06 00:00:00,35,FEMALE,Bangalore,Returning,5,Mobile,YouTube,5.1,9,6,Sports,Yoga Mat,10291,No,0,Yes,20,No,No,0,Credit Card,Express,,
SES502612,CUST11851,2026-06-19 00:00:00,34,MALE,Mumbai,Returning,8,Desktop,Facebook,11.6,3,2,Fashion,T-Shirt,5766,No,0,No,0,No,No,0,Wallet,Standard,,
SES504681,CUST10925,2026-01-02 00:00:00,21,MALE,Mumbai,New,0,Mobile,Google,19.6,7,4,Fashion,Jeans,2118,No,0,Yes,25,Yes,No,0,Credit Card,Express,,
SES502134,CUST11957,2025-05-01 00:00:00,36,FEMALE,Chennai,Returning,7,Mobile,Google,1.1,13,3,Fashion,Jacket,5061,Yes,5209,No,0,No,Yes,8732,UPI,Standard,4.8,3.6
SES503712,CUST11258,2025-06-21 00:00:00,26,FEMALE,Bangalore,Returning,9,Desktop,Facebook,7.4,7,3,Fashion,Jeans,2754,No,0,Yes,20,Yes,Yes,2221,Wallet,Standard,5,2.9
SES504490,CUST11973,2025-01-13 00:00:00,23,MALE,Delhi,Returning,9,Desktop,Google,7.6,8,3,Beauty,Shampoo,2851,No,0,No,0,No,No,0,Credit Card,Standard,,
SES502234,CUST10884,2026-03-02 00:00:00,22,FEMALE,Mumbai,Returning,9,Mobile,Email,6.8,7,5,Sports,Yoga Mat,1662,Yes,2140,Yes,15,Yes,Yes,2357,UPI,Standard,3.6,4
SES502277,CUST11811,2026-05-28 00:00:00,28,FEMALE,Delhi,Returning,11,Mobile,Facebook,9.9,4,3,Fashion,Sneakers,2252,No,0,Yes,10,No,Yes,4045,Debit Card,Standard,3.3,4.8
SES500324,CUST11694,2025-10-15 00:00:00,30,MALE,Delhi,Returning,6,Mobile,Google,8.9,5,2,Electronics,Wireless Earbuds,29760,Yes,73888,Yes,10,No,Yes,35304,UPI,Standard,3.6,3.5
SES500811,CUST11249,2025-09-13 00:00:00,29,FEMALE,Bangalore,New,0,Mobile,Email,5.9,6,6,Fashion,Jeans,5540,Yes,8382,No,0,No,No,0,Debit Card,Express,,
SES502198,CUST10895,2026-04-18 00:00:00,43,FEMALE,Pune,Returning,9,Mobile,Email,4.3,5,4,Fashion,Jacket,6370,Yes,10616,No,0,No,No,0,Net Banking,Standard,,
SES504395,CUST12173,2026-05-15 00:00:00,37,MALE,Mumbai,New,0,Desktop,Google,2.4,7,4,Beauty,Moisturizer,1300,No,0,Yes,10,Yes,No,0,UPI,Same Day,,
SES505580,CUST10101,2026-01-31 00:00:00,20,MALE,Hyderabad,Returning,4,Mobile,Facebook,14.6,10,2,Home & Kitchen,Coffee Maker,1684,Yes,3755,Yes,30,Yes,Yes,2155,UPI,Standard,4.3,4.3
SES505163,CUST10586,2026-04-28 00:00:00,29,MALE,Lucknow,Returning,11,Mobile,Google,15.9,5,4,Beauty,Perfume,1569,Yes,2074,Yes,15,Yes,Yes,1885,Debit Card,Standard,3.8,4.2
SES505596,CUST11194,2025-12-05 00:00:00,32,FEMALE,Mumbai,Returning,3,Mobile,Google,5.9,3,4,Fashion,T-Shirt,4892,No,0,No,0,No,No,0,Credit Card,Standard,,
SES501322,CUST11411,2026-04-24 00:00:00,36,FEMALE,Delhi,New,0,Mobile,Referral,17.5,4,2,Sports,Cricket Bat,11433,Yes,24489,No,0,No,No,0,UPI,Express,,
SES504096,CUST11273,2025-05-02 00:00:00,43,MALE,Delhi,New,0,Mobile,Google,13.5,8,5,Electronics,Power Bank,4509,Yes,3610,Yes,15,Yes,Yes,4160,Net Banking,Standard,5,4.1
SES500320,CUST10269,2025-02-15 00:00:00,37,FEMALE,Delhi,New,0,Desktop,YouTube,17.1,7,2,Books,Fiction Book,1679,No,0,No,0,No,No,0,Cash on Delivery,Standard,,
SES500812,CUST10503,2025-08-17 00:00:00,25,MALE,Jaipur,Returning,8,Mobile,YouTube,9.4,15,3,Books,Biography,1028,Yes,1312,No,0,No,No,0,Wallet,Standard,,
SES503938,CUST11271,2025-09-12 00:00:00,22,MALE,Ahmedabad,Returning,6,Mobile,Direct,12.3,6,3,Sports,Football,6113,No,0,Yes,15,Yes,No,0,upi,Standard,,
SES504391,CUST11695,2025-04-30 00:00:00,43,MALE,Mumbai,New,0,Mobile,Facebook,16.1,14,5,Beauty,Shampoo,2969,Yes,4768,Yes,25,No,Yes,4962,Debit Card,Standard,3.3,4.7
SES502597,CUST11464,2025-06-08 00:00:00,26,MALE,Jaipur,New,0,Desktop,Unknown,7.9,10,2,Sports,Dumbbells,8546,No,0,Yes,5,Yes,Yes,11503,Net Banking,Express,5,3.9
SES505587,CUST10105,2026-04-09 00:00:00,31,MALE,Kolkata,Returning,7,Mobile,Google,5,7,3,Beauty,Face Wash,2066,No,0,No,0,No,Yes,2957,Credit Card,Standard,3.2,4.5
SES505012,CUST11470,2025-05-31 00:00:00,25,FEMALE,Mumbai,New,0,Tablet,Direct,22.4,6,4,Fashion,Jacket,3677,Yes,4813,No,0,No,Yes,6791,Net Banking,Express,2.9,5
SES501874,CUST11550,2025-01-15 00:00:00,37,MALE,Lucknow,New,0,Desktop,Google,3.6,8,3,Fashion,Sneakers,5786,Yes,6161,No,0,No,Yes,9686,Net Banking,Standard,4.2,3.8
SES502477,CUST11214,2025-01-01 00:00:00,47,MALE,Chennai,New,0,Mobile,Google,11,6,2,Books,Business Book,373,No,0,Yes,5,Yes,Yes,437,Net Banking,Standard,4.1,5
SES503096,CUST11350,2025-04-12 00:00:00,35,MALE,Hyderabad,New,0,Mobile,Email,9.9,6,4,Fashion,Jacket,4429,Yes,9879,No,0,No,No,0,Credit Card,Express,,
SES500325,CUST11683,2026-02-01 00:00:00,43,MALE,Chennai,New,0,Mobile,Google,14.2,7,4,Sports,Yoga Mat,4716,No,0,No,0,No,No,0,Net Banking,Same Day,,
SES502647,CUST10359,2025-10-17 00:00:00,35,FEMALE,Chennai,Returning,7,Mobile,Direct,3.8,6,2,Electronics,Wireless Earbuds,29269,No,0,No,0,No,No,0,credit card,Standard,,
SES505567,CUST11707,2025-04-25 00:00:00,29,FEMALE,Bangalore,New,0,Desktop,Instagram,12.1,3,2,Fashion,T-Shirt,3174,Yes,3662,No,0,No,No,0,Cash on Delivery,Express,,
SES500326,CUST10657,2025-12-28 00:00:00,29,FEMALE,Kolkata,New,0,Mobile,Referral,11.4,5,4,Fashion,Kurta,2446,Yes,3316,Yes,15,No,Yes,2531,Net Banking,Same Day,4.8,3.3
SES501045,CUST12117,2025-08-17 00:00:00,29,MALE,Hyderabad,New,1,Tablet,Direct,14.9,6,2,Electronics,Headphones,1230,Yes,1775,Yes,15,Yes,Yes,1809,CREDIT CARD,Standard,4.8,3.9
SES504306,CUST11834,2025-01-08 00:00:00,29,MALE,Ahmedabad,New,0,Mobile,Google,2.5,5,5,Electronics,Bluetooth Speaker,14583,Yes,14432,No,0,No,Yes,25789,credit card,Standard,3.9,4.1
SES500133,CUST11480,2026-05-29 00:00:00,37,MALE,Pune,Returning,13,Mobile,Google,1,8,8,Fashion,Jeans,485,No,0,No,0,No,No,0,Debit Card,Standard,,
SES502452,CUST11793,2025-12-05 00:00:00,31,FEMALE,Delhi,New,0,Mobile,Email,2.9,6,5,Electronics,Power Bank,20319,No,0,No,0,No,No,0,Net Banking,Same Day,,
SES500677,CUST11031,2026-06-08 00:00:00,33,FEMALE,Bangalore,Returning,4,Mobile,Google,1.7,6,3,Fashion,Jacket,3092,Yes,5254,No,0,No,Yes,4521,UPI,Express,4,3.4
SES503130,CUST10521,2025-10-10 00:00:00,44,MALE,Chennai,Returning,3,Mobile,Direct,5.3,6,4,Home & Kitchen,Bedsheet,3290,Yes,3130,Yes,10,Yes,No,0,Debit Card,Same Day,,
SES503393,CUST11153,2025-09-20 00:00:00,36,MALE,Hyderabad,New,0,Desktop,Instagram,5.7,9,5,Sports,Yoga Mat,2158,No,0,Yes,20,Yes,Yes,3955,Cash on Delivery,Standard,3.8,3.9
SES502882,CUST12097,2025-06-09 00:00:00,35,MALE,Kolkata,New,0,Mobile,Direct,9.8,8,4,Home & Kitchen,Storage Box,11462,No,0,No,0,No,No,0,Wallet,Express,,
SES502806,CUST10889,2025-09-21 00:00:00,31,MALE,Delhi,New,0,Desktop,Facebook,8.9,10,1,Books,Business Book,774,Yes,977,No,0,No,Yes,1290,Credit Card,Standard,4.6,4.5
SES502519,CUST11876,2025-08-19 00:00:00,23,MALE,Hyderabad,Returning,5,Tablet,Facebook,8.9,9,3,Electronics,Wireless Earbuds,16007,No,0,No,0,No,Yes,17027,UPI,Express,4.2,5
SES500997,CUST10237,2026-04-16 00:00:00,35,FEMALE,Jaipur,New,0,Mobile,Direct,14.6,7,5,Books,Academic Book,2224,Yes,2456,No,0,No,No,0,Net Banking,Express,,
SES501422,CUST10208,2025-04-21 00:00:00,22,MALE,Delhi,Returning,9,Mobile,Facebook,5.4,5,2,Fashion,Kurta,6214,No,0,No,0,No,No,0,UPI,Express,,
SES502300,CUST11458,2025-02-20 00:00:00,43,FEMALE,Ahmedabad,Returning,3,Mobile,Instagram,9.8,4,3,Beauty,Shampoo,368,No,0,No,0,No,No,0,Debit Card,Express,,
SES503878,CUST11225,2025-07-28 00:00:00,30,MALE,Delhi,New,0,Mobile,Google,10.6,7,3,Electronics,Smart Watch,10416,No,0,No,0,No,Yes,14978,Net Banking,Standard,4.1,3.4
SES503989,CUST11789,2025-02-03 00:00:00,31,MALE,Kolkata,New,1,Mobile,Direct,7.8,9,3,Electronics,Smart Watch,2675,No,0,No,0,No,No,0,UPI,Express,,
SES505303,CUST11936,2026-03-07 00:00:00,48,FEMALE,Mumbai,New,0,Mobile,Instagram,9.5,6,4,Home & Kitchen,Cookware Set,9188,No,0,Yes,25,Yes,No,0,UPI,Standard,,
SES505206,CUST11927,2025-03-25 00:00:00,32,MALE,Mumbai,New,0,Desktop,Google,14.6,8,3,Beauty,Moisturizer,1134,Yes,2759,Yes,10,Yes,Yes,1046,Credit Card,Standard,2.8,4.6
SES500372,CUST11016,2025-04-17 00:00:00,32,FEMALE,Delhi,Returning,6,Mobile,Instagram,1.3,7,5,Electronics,Bluetooth Speaker,19913,No,0,Yes,15,No,No,0,Debit Card,Standard,,
SES502898,CUST10171,2025-09-24 00:00:00,35,FEMALE,Bangalore,New,1,Mobile,Instagram,13.9,6,3,Home & Kitchen,Bedsheet,3162,No,0,Yes,10,Yes,Yes,2923,Credit Card,Standard,5,2.6
SES503863,CUST11725,2026-04-26 00:00:00,28,MALE,Jaipur,New,0,Mobile,Referral,6.1,9,6,Electronics,Power Bank,1266,No,0,Yes,10,Yes,No,0,Net Banking,Express,,
SES501074,CUST11521,2025-04-01 00:00:00,24,FEMALE,Pune,New,0,Mobile,YouTube,7.2,9,4,Electronics,Power Bank,23607,No,0,No,0,No,Yes,25738,upi,Standard,4,3.1
SES501648,CUST10787,2026-01-18 00:00:00,35,MALE,Delhi,New,0,Desktop,Instagram,6.1,6,5,Electronics,Smart Watch,12969,No,0,Yes,10,Yes,No,0,UPI,Standard,,
SES504801,CUST10919,2025-12-04 00:00:00,30,MALE,Delhi,New,1,Mobile,Referral,10.3,9,4,Home & Kitchen,Cookware Set,6195,Yes,13426,No,0,No,Yes,11032,cash on delivery,Standard,3.6,5
SES504982,CUST11083,2025-01-09 00:00:00,26,MALE,Lucknow,Returning,5,Desktop,YouTube,19.7,3,6,Home & Kitchen,Table Lamp,13055,No,0,No,0,No,No,0,Credit Card,Same Day,,
SES501884,CUST10901,2026-03-31 00:00:00,34,FEMALE,Ahmedabad,New,0,Desktop,Google,2.3,6,3,Beauty,Lipstick,735,No,0,No,0,No,No,0,Credit Card,Same Day,,
SES500169,CUST10198,2026-03-25 00:00:00,37,MALE,Kolkata,Returning,10,Mobile,Email,1.3,13,4,Home & Kitchen,Coffee Maker,3799,No,0,No,0,No,No,0,Wallet,Standard,,
SES502674,CUST10977,2025-02-06 00:00:00,40,MALE,Hyderabad,Returning,9,Mobile,Email,7.4,9,5,Sports,Yoga Mat,937,No,0,No,0,No,No,0,UPI,Standard,,
SES501194,CUST10893,2025-03-18 00:00:00,45,MALE,Pune,New,0,Mobile,Email,11.6,7,4,Books,Academic Book,2366,Yes,2783,No,0,No,No,0,UPI,Standard,,
SES505038,CUST10753,2026-02-18 00:00:00,24,MALE,Chennai,Returning,14,Mobile,Instagram,11.1,6,4,Books,Business Book,239,Yes,318,No,0,No,No,0,UPI,Express,,
SES502765,CUST11239,2026-04-28 00:00:00,47,FEMALE,Lucknow,New,1,Mobile,Facebook,4.8,6,5,Beauty,Face Wash,4767,No,0,No,0,No,No,0,Cash on Delivery,Express,,
SES503530,CUST11506,2026-06-15 00:00:00,30,MALE,Pune,New,1,Desktop,Direct,8,6,4,Electronics,Wireless Earbuds,1310,Yes,2953,Yes,15,Yes,Yes,2480,Debit Card,Standard,4.5,5
SES504607,CUST10942,2025-03-11 00:00:00,34,MALE,Kolkata,Returning,12,Mobile,Facebook,13.6,4,3,Home & Kitchen,Cookware Set,4938,Yes,10430,No,0,No,Yes,9966,Net Banking,Standard,3.6,4.3
SES502847,CUST11379,2025-10-27 00:00:00,36,FEMALE,Bangalore,Returning,13,Mobile,Google,1.1,8,3,Fashion,T-Shirt,2711,No,0,No,0,No,No,0,Credit Card,Same Day,,
SES502214,CUST12070,2025-05-23 00:00:00,45,FEMALE,Mumbai,New,0,Tablet,YouTube,6.3,6,3,Electronics,Headphones,22576,Yes,31168,Yes,15,No,No,0,Credit Card,Standard,,
SES503690,CUST11611,2026-02-23 00:00:00,22,FEMALE,Kolkata,Returning,15,Desktop,Instagram,8.9,7,5,Home & Kitchen,Coffee Maker,4720,Yes,6952,No,0,No,Yes,9399,UPI,Standard,3.3,3.7
SES502421,CUST11929,2025-09-10 00:00:00,36,FEMALE,Hyderabad,New,0,Mobile,Referral,13.3,5,7,Fashion,Jacket,5684,No,0,No,0,No,No,0,UPI,Express,,
SES502440,CUST10132,2025-10-05 00:00:00,42,MALE,Bangalore,Returning,14,Tablet,Google,22.6,11,4,Books,Academic Book,2265,Yes,3004,No,0,No,Yes,3170,UPI,Express,4.8,4.8
SES500231,CUST11920,2025-09-23 00:00:00,28,FEMALE,Unknown,New,0,Desktop,Facebook,13.5,9,2,Electronics,Headphones,4415,No,0,No,0,No,No,0,Debit Card,Same Day,,
SES505895,CUST11581,2025-04-24 00:00:00,52,MALE,Bangalore,New,0,Desktop,Google,4.9,7,1,Books,Biography,1003,Yes,1850,Yes,30,Yes,Yes,1720,Wallet,Express,4.4,3.7
SES505860,CUST10066,2025-10-12 00:00:00,24,MALE,Jaipur,Returning,5,Mobile,Instagram,14.6,5,2,Fashion,Sneakers,5196,No,0,Yes,30,No,No,0,UPI,Express,,
SES505337,CUST11536,2025-10-04 00:00:00,30,MALE,Bangalore,Returning,12,Desktop,Email,9.5,10,3,Books,Fiction Book,1921,No,0,No,0,No,No,0,UPI,Standard,,
SES501182,CUST10727,2025-08-03 00:00:00,52,FEMALE,Pune,New,0,Desktop,Referral,9.4,5,5,Electronics,Smart Watch,1006,Yes,978,Yes,15,No,No,0,Cash on Delivery,Standard,,
SES503363,CUST12042,2025-08-29 00:00:00,36,MALE,Mumbai,Returning,13,Mobile,Direct,24,8,1,Electronics,Smart Watch,11445,Yes,11894,No,0,No,No,0,Credit Card,Standard,,
SES501346,CUST10378,2026-04-29 00:00:00,18,MALE,Delhi,Returning,8,Mobile,Google,5.1,4,2,Fashion,Jacket,1232,Yes,2675,Yes,10,Yes,Yes,1684,UPI,Standard,4,3.8
SES501804,CUST10073,2025-09-10 00:00:00,36,FEMALE,Kolkata,New,0,Mobile,Google,9.2,4,2,Sports,Football,6445,Yes,15681,No,0,No,Yes,8147,UPI,Standard,4.4,3.4
SES500477,CUST10754,2025-04-22 00:00:00,26,MALE,Mumbai,Returning,8,Tablet,Instagram,4.1,3,4,Books,Self Help Book,518,No,0,No,0,No,No,0,UPI,Standard,,
SES501033,CUST10029,2025-02-15 00:00:00,24,FEMALE,Kolkata,New,0,Mobile,YouTube,6.5,7,3,Beauty,Shampoo,4136,No,0,No,0,No,No,0,Wallet,Express,,
SES500018,CUST11185,2025-03-02 00:00:00,28,FEMALE,Bangalore,Returning,12,Mobile,Google,15.7,6,6,Electronics,Headphones,11587,No,0,No,0,No,Yes,15541,UPI,Standard,2.8,4.4
SES503694,CUST10926,2026-01-18 00:00:00,34,FEMALE,Pune,New,0,Mobile,Referral,7.2,5,4,Beauty,Moisturizer,1983,No,0,No,0,No,No,0,UPI,Express,,
SES500743,CUST11669,2025-06-05 00:00:00,20,MALE,Bangalore,New,0,Mobile,YouTube,3.3,5,4,Beauty,Face Wash,4629,Yes,4736,Yes,25,Yes,No,0,Credit Card,Standard,,
SES504842,CUST11527,2025-10-06 00:00:00,30,FEMALE,Ahmedabad,New,0,Mobile,Email,5.7,9,3,Fashion,Jeans,794,Yes,727,Yes,20,No,Yes,1018,Cash on Delivery,Standard,3.9,4.9
SES502118,CUST11529,2026-03-02 00:00:00,38,MALE,New Delhi,Returning,9,Mobile,Facebook,6.1,8,4,Fashion,Sneakers,5817,No,0,No,0,No,No,0,UPI,Standard,,
SES502358,CUST10646,2025-05-24 00:00:00,18,FEMALE,Delhi,New,0,Mobile,Instagram,23.4,8,1,Beauty,Face Wash,695,Yes,1691,Yes,10,Yes,No,0,Credit Card,Standard,,
SES500440,CUST11066,2026-03-03 00:00:00,41,MALE,Hyderabad,New,0,Mobile,Referral,8.5,7,3,Home & Kitchen,Storage Box,11448,Yes,24355,No,0,No,Yes,13420,Cash on Delivery,Express,4.5,4.6
SES504955,CUST10232,2025-08-11 00:00:00,40,FEMALE,Ahmedabad,New,0,Mobile,YouTube,4.8,6,5,Beauty,Lipstick,3225,No,0,No,0,No,No,0,Debit Card,Standard,,
SES501486,CUST10940,2025-09-04 00:00:00,24,MALE,Hyderabad,Returning,5,Mobile,Google,6.7,6,5,Home & Kitchen,Table Lamp,1209,No,0,No,0,No,No,0,Credit Card,Standard,,
SES504101,CUST10019,2026-05-13 00:00:00,22,FEMALE,Jaipur,New,0,Mobile,YouTube,5.3,6,1,Electronics,Headphones,19422,Yes,21594,Yes,10,Yes,Yes,26424,UPI,Standard,3.9,2.9
SES500806,CUST11047,2026-02-02 00:00:00,21,MALE,Unknown,Returning,12,Mobile,Direct,2.4,6,6,Electronics,Bluetooth Speaker,19108,No,0,Yes,10,No,No,0,UPI,Standard,,
SES501176,CUST10226,2025-11-06 00:00:00,19,FEMALE,Mumbai,Returning,10,Mobile,Facebook,14.4,6,1,Home & Kitchen,Coffee Maker,9565,Yes,12175,Yes,15,Yes,No,0,UPI,Same Day,,
SES504352,CUST11922,2025-04-18 00:00:00,40,MALE,Bangalore,Returning,3,Tablet,Direct,10.4,4,10,Fashion,T-Shirt,4814,Yes,4807,Yes,10,Yes,Yes,9408,Credit Card,Standard,3.7,3.9
SES503064,CUST10700,2025-06-22 00:00:00,51,MALE,Bangalore,New,0,Mobile,Direct,5.7,10,5,Electronics,Power Bank,29112,No,0,No,0,No,No,0,UPI,Standard,,
SES505406,CUST11032,2025-10-27 00:00:00,31,MALE,Delhi,New,0,Mobile,Instagram,9,3,2,Fashion,Sneakers,6851,Yes,8569,No,0,No,No,0,Debit Card,Same Day,,
SES504291,CUST10932,2025-11-08 00:00:00,23,MALE,Bangalore,New,0,Mobile,Direct,6,7,4,Electronics,Bluetooth Speaker,8507,No,0,No,0,No,No,0,Credit Card,Standard,,
SES504972,CUST11213,2025-11-04 00:00:00,32,MALE,Delhi,Returning,5,Tablet,YouTube,8.3,6,4,Beauty,Lipstick,813,Yes,1389,No,0,No,No,0,Cash on Delivery,Standard,,
SES503468,CUST12065,2026-01-17 00:00:00,31,MALE,Chennai,Returning,8,Mobile,Direct,7,7,2,Home & Kitchen,Coffee Maker,2381,Yes,1954,Yes,10,Yes,Yes,3500,Credit Card,Standard,3.6,3.9
SES501510,CUST10630,2025-07-08 00:00:00,27,MALE,Pune,New,1,Mobile,Google,9.7,6,5,Home & Kitchen,Bedsheet,4415,No,0,No,0,No,No,0,UPI,Express,,
SES502245,CUST11992,2025-01-14 00:00:00,42,MALE,Delhi,Returning,14,Desktop,Direct,21.3,8,3,Electronics,Headphones,12469,Yes,21790,No,0,No,No,0,UPI,Same Day,,
SES502183,CUST10896,2026-04-05 00:00:00,40,MALE,Bangalore,Returning,7,Mobile,Referral,8.3,6,6,Electronics,Headphones,20216,Yes,28095,No,0,No,No,0,UPI,Standard,,
SES503333,CUST10338,2026-01-08 00:00:00,18,FEMALE,Chennai,Returning,7,Mobile,Google,15.8,8,5,Electronics,Wireless Earbuds,26325,Yes,56151,No,0,No,Yes,30556,Debit Card,Standard,5,3.4
SES500394,CUST10090,2026-06-12 00:00:00,30,FEMALE,Lucknow,Returning,6,Mobile,Facebook,11.7,8,7,Fashion,Jacket,1006,No,0,No,0,No,No,0,UPI,Express,,
SES502628,CUST11937,2025-12-25 00:00:00,27,MALE,Mumbai,New,0,Tablet,Direct,8.9,7,7,Beauty,Lipstick,3546,Yes,7284,No,0,No,Yes,6025,Credit Card,Same Day,3.4,2.8
SES503528,CUST11280,2025-10-07 00:00:00,18,FEMALE,Kolkata,New,0,Mobile,Google,6.2,6,5,Books,Self Help Book,2393,No,0,Yes,5,Yes,Yes,3151,UPI,Standard,5,4.5
SES503853,CUST11755,2025-02-12 00:00:00,37,MALE,Mumbai,New,0,Mobile,Instagram,8.3,6,5,Electronics,Wireless Earbuds,26280,Yes,42678,Yes,25,Yes,Yes,43784,Wallet,Standard,3.4,4.3
SES505736,CUST11861,2026-02-27 00:00:00,18,FEMALE,Pune,Returning,11,Mobile,Instagram,6.5,8,4,Home & Kitchen,Bedsheet,768,No,0,Yes,5,No,No,0,Cash on Delivery,Express,,
SES505246,CUST10889,2025-05-11 00:00:00,31,FEMALE,Lucknow,New,0,Tablet,Email,19.8,7,1,Home & Kitchen,Table Lamp,12846,Yes,13809,Yes,10,Yes,Yes,13460,UPI,Express,4.2,3.1
SES505179,CUST10129,2025-06-04 00:00:00,18,MALE,Delhi,New,0,Mobile,Direct,3.5,5,3,Books,Fiction Book,2100,No,0,No,0,No,No,0,Credit Card,Standard,,
SES500015,CUST11516,2026-02-11 00:00:00,37,FEMALE,Bangalore,New,0,Mobile,YouTube,4,7,6,Electronics,Headphones,20558,Yes,39365,No,0,No,No,0,Debit Card,Express,,
SES505664,CUST11016,2026-01-28 00:00:00,39,MALE,Hyderabad,New,0,Mobile,Google,2.6,5,6,Fashion,Jeans,5194,No,0,Yes,10,No,No,0,UPI,Same Day,,
SES503772,CUST12154,2025-06-20 00:00:00,18,MALE,Mumbai,New,0,Mobile,Google,16.4,2,6,Books,Fiction Book,1345,No,0,Yes,20,Yes,No,0,Debit Card,Express,,
SES502058,CUST11829,2025-05-01 00:00:00,22,MALE,Mumbai,New,0,Desktop,Facebook,13.5,3,3,Beauty,Shampoo,1740,Yes,4029,No,0,No,Yes,3497,Debit Card,Standard,3.9,3.3
SES501515,CUST10862,2025-11-29 00:00:00,36,MALE,Mumbai,New,0,Desktop,YouTube,19.4,5,5,Electronics,Power Bank,9607,Yes,12063,No,0,No,No,0,Net Banking,Standard,,
SES501906,CUST11769,2025-01-18 00:00:00,39,MALE,Pune,Returning,5,Desktop,Email,7.5,5,5,Electronics,Smart Watch,10596,No,0,No,0,No,No,0,Wallet,Same Day,,
SES500470,CUST11206,2025-09-23 00:00:00,38,FEMALE,Bangalore,Returning,13,Desktop,Direct,5.5,5,3,Fashion,Kurta,4489,Yes,5296,No,0,No,Yes,8751,Debit Card,Standard,3.4,4.1
SES500411,CUST12144,2025-11-15 00:00:00,46,FEMALE,Chennai,New,0,Mobile,Direct,3.6,7,4,Beauty,Shampoo,1708,No,0,No,0,No,No,0,upi,Express,,
SES504126,CUST10732,2025-05-13 00:00:00,43,MALE,Pune,Returning,4,Desktop,YouTube,7.6,9,5,Fashion,Kurta,1166,No,0,Yes,25,No,No,0,UPI,Express,,
SES500562,CUST10476,2025-05-27 00:00:00,33,MALE,Lucknow,New,0,Desktop,Direct,7.7,7,4,Books,Business Book,585,Yes,602,No,0,No,No,0,UPI,Standard,,
SES500577,CUST10881,2026-06-24 00:00:00,35,FEMALE,Bangalore,Returning,3,Mobile,YouTube,11.9,6,3,Fashion,Jeans,1336,No,0,No,0,No,No,0,Net Banking,Standard,,
SES503928,CUST10273,2025-12-23 00:00:00,22,MALE,Delhi,New,0,Tablet,Email,8,7,5,Beauty,Lipstick,3970,Yes,8931,Yes,25,Yes,No,0,UPI,Same Day,,
SES500066,CUST10493,2026-03-02 00:00:00,31,FEMALE,Kolkata,New,0,Mobile,Instagram,7.3,8,7,Home & Kitchen,Storage Box,6031,No,0,Yes,5,Yes,No,0,UPI,Standard,,
SES505228,CUST11466,2026-05-13 00:00:00,43,MALE,Jaipur,Returning,6,Mobile,YouTube,3.4,8,3,Sports,Dumbbells,9591,No,0,No,0,No,No,0,UPI,Express,,
SES501514,CUST11802,2025-08-14 00:00:00,31,FEMALE,Bangalore,New,0,Tablet,Instagram,8.6,7,4,Beauty,Shampoo,4726,No,0,Yes,10,Yes,No,0,Wallet,Standard,,
SES503210,CUST10517,2026-01-29 00:00:00,31,MALE,Delhi,Returning,15,Desktop,Email,4.4,9,5,Home & Kitchen,Cookware Set,14305,No,0,Yes,25,Yes,No,0,UPI,Standard,,
SES501838,CUST11084,2025-10-07 00:00:00,34,MALE,Ahmedabad,Returning,3,Desktop,Instagram,13.5,8,4,Electronics,Headphones,1883,Yes,1866,Yes,30,Yes,Yes,2336,Cash on Delivery,Standard,3.8,3.2
SES503978,CUST11270,2025-06-07 00:00:00,19,MALE,Delhi,Returning,5,Desktop,YouTube,8.3,5,2,Fashion,Kurta,1316,No,0,Yes,25,No,Yes,2325,UPI,Same Day,4.1,2.8
SES500352,CUST10154,2025-07-13 00:00:00,18,MALE,Pune,Returning,9,Mobile,Email,5.7,10,4,Books,Biography,2169,Yes,2430,No,0,No,No,0,Debit Card,Standard,,
SES505008,CUST11584,2025-12-02 00:00:00,38,MALE,Ahmedabad,New,0,Mobile,Referral,4.9,7,3,Books,Fiction Book,210,Yes,190,No,0,No,No,0,Debit Card,Standard,,
SES502237,CUST11750,2025-04-21 00:00:00,35,MALE,Lucknow,New,0,Mobile,Referral,5.3,5,3,Fashion,Sneakers,1338,No,0,No,0,No,No,0,UPI,Express,,
